,itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
4684,Honeycrisp Apple,Organic Navel Orange,323,0.051456227,17262,2.74996097,9190,1.464033212,0.018711621,0.035146899,0.012780872
5744,Organic Strawberries,Organic Strawberry Fruit Spread,281,0.044765325,57010,9.082103747,2421,0.385682743,0.00492896,0.116067741,0.01277983
1617,Organic Grape Tomatoes,Organic Zucchini,835,0.133021516,18257,2.908471639,22466,3.578995664,0.045735882,0.037167275,0.012778971
3459,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,Seedless Red Grapes,265,0.042216409,7260,1.156570307,17932,2.856696797,0.036501377,0.01477805,0.012777477
1428,Organic Tomato Cluster,Organic Red Bell Pepper,351,0.055916829,13817,2.201147649,12480,1.988153916,0.025403488,0.028125,0.012777425
3376,Organic Kiwi,Organic Gala Apples,343,0.054642371,10735,1.710162844,15697,2.500645194,0.03195156,0.021851309,0.012777327
5051,Organic Fuji Apple,"Clementines, Bag",338,0.053845835,19210,3.060291405,8644,1.377051479,0.017595003,0.039102267,0.012777302
2253,Green Beans,Cucumber Kirby,263,0.041897795,6172,0.983244068,20935,3.335096333,0.042611795,0.012562694,0.012776781
874,"Milk, Organic, Vitamin D",Bag of Organic Bananas,706,0.112470887,4287,0.682949987,80947,12.89544031,0.164683928,0.008721756,0.01277071
3732,Organic Zucchini,Organic Cilantro,679,0.108169592,22466,3.578995664,14861,2.367464371,0.030223449,0.045690061,0.012766168
5747,Organic Strawberries,Organic Yams,504,0.080290831,57010,9.082103747,4347,0.692508419,0.008840554,0.115942029,0.012765988
6500,Bag of Organic Bananas,Organic Mountain Forest Amber Honey,267,0.042535024,80947,12.89544031,1622,0.258396286,0.003298455,0.164611591,0.0127651
3283,Organic Large Extra Fancy Fuji Apple,Fresh Cauliflower,506,0.080609446,16173,2.576475424,15387,2.451259961,0.031286712,0.032884903,0.012763523
5754,Organic Strawberries,Mild Cheddar Cheese Sticks,272,0.04333156,57010,9.082103747,2347,0.37389401,0.004771093,0.115892629,0.012760549
2390,Jalapeno Peppers,Large Lemon,606,0.096540166,9115,1.452085172,32705,5.210142134,0.066483818,0.018529277,0.012760461
2081,Green Bell Pepper,Yellow Onions,380,0.060536738,11807,1.880940167,15834,2.522470281,0.032184297,0.02399899,0.012759039
2504,Apple Honeycrisp Organic,Organic Whole Strawberries,254,0.04046403,18350,2.923287209,6814,1.085519294,0.013841962,0.037276196,0.012751466
4068,Green Bell Pepper,Organic Italian Parsley Bunch,312,0.049703848,11807,1.880940167,13009,2.072427428,0.026425002,0.023983396,0.012750749
1049,Bag of Organic Bananas,Clementines,1050,0.167272565,80947,12.89544031,6386,1.01733581,0.01297145,0.164422174,0.012750412
6180,Banana,Air Chilled Breaded Chicken Breast Nuggets,378,0.060218123,101479,16.16633584,1834,0.292169414,0.003724909,0.20610687,0.012749139
4728,Organic Avocado,Grape White/Green Seedless,644,0.10259384,37688,6.003969936,8417,1.340888743,0.017087667,0.076511821,0.012743538
3483,Organic Kiwi,Organic Small Bunch Celery,317,0.050500384,10735,1.710162844,14546,2.317282601,0.029529576,0.021792933,0.012743192
3553,Organic Lemon,Carrots,605,0.096380859,18849,3.002781504,15813,2.51912483,0.032097193,0.03825966,0.012741407
3329,Organic Lemon,Organic Baby Arugula,596,0.094947094,18849,3.002781504,15579,2.481846944,0.031619715,0.038256628,0.012740397
4465,Organic Garlic,Organic Tomato Cluster,664,0.105779984,23678,3.772075996,13817,2.201147649,0.028042909,0.048056742,0.012740131
4095,Organic Hass Avocado,Organic Italian Parsley Bunch,1210,0.192761718,45829,7.30088989,13009,2.072427428,0.026402496,0.09301253,0.012739889
2783,Michigan Organic Kale,Organic Lemon,553,0.088096884,14458,2.303263567,18849,3.002781504,0.03824872,0.029338426,0.012737763
3342,Michigan Organic Kale,Organic Baby Arugula,457,0.072803393,14458,2.303263567,15579,2.481846944,0.031608798,0.02933436,0.012735998
3618,Organic Unsweetened Almond Milk,Organic Cucumber,438,0.069776556,12465,1.985764308,17325,2.759997324,0.035138387,0.025281385,0.012731312
3249,Red Peppers,Fresh Cauliflower,371,0.059102973,11889,1.894003358,15387,2.451259961,0.031205316,0.024111263,0.012730317
5063,Banana,Cantaloupe,1066,0.16982148,101479,16.16633584,5180,0.825211321,0.010504636,0.205791506,0.012729632
4257,Organic Zucchini,Organic Lacinato (Dinosaur) Kale,422,0.06722764,22466,3.578995664,9263,1.475662638,0.01878394,0.045557595,0.012729156
1552,Asparagus,Organic Grape Tomatoes,528,0.084114204,14265,2.272517277,18257,2.908471639,0.03701367,0.028920414,0.012726158
1992,Organic Tomato Cluster,Red Peppers,333,0.053049299,13817,2.201147649,11889,1.894003358,0.024100745,0.028009084,0.012724764
4288,Organic Zucchini,Grated Parmesan,441,0.070254477,22466,3.578995664,9685,1.542890279,0.019629663,0.045534331,0.012722656
4585,Organic Whole Milk,Organic Broccoli Florets,427,0.068024176,29348,4.675347847,7179,1.143666423,0.014549543,0.059479036,0.012721842
5257,Organic Strawberries,Organic Frozen Peas,490,0.07806053,57010,9.082103747,4241,0.675621856,0.008594983,0.115538788,0.012721589
6182,Banana,Raisins,351,0.055916829,101479,16.16633584,1707,0.271937399,0.003458844,0.205623902,0.012719265
2109,Banana,Yellow Onions,3255,0.518544952,101479,16.16633584,15834,2.522470281,0.032075602,0.205570292,0.012715948
5727,Banana,Colby Cheese Sticks,542,0.086344505,101479,16.16633584,2637,0.420093099,0.005341007,0.205536595,0.012713864
1988,Michigan Organic Kale,Red Peppers,348,0.055438907,14458,2.303263567,11889,1.894003358,0.024069719,0.029270754,0.012708383
1772,Bunched Cilantro,Organic Garlic,468,0.074555772,9765,1.555634855,23678,3.772075996,0.047926267,0.019765183,0.012705541
5042,Strawberries,"Clementines, Bag",533,0.08491074,30470,4.854090531,8644,1.377051479,0.017492616,0.061661268,0.01270295
5757,Organic Strawberries,Organic Boneless Skinless Chicken Breast,264,0.042057102,57010,9.082103747,2289,0.364654192,0.004630767,0.115334207,0.012699063
1957,Bag of Organic Bananas,Organic Bell Pepper,831,0.132384287,80947,12.89544031,5076,0.808643372,0.010265977,0.163711584,0.012695308
1995,Asparagus,Red Peppers,343,0.054642371,14265,2.272517277,11889,1.894003358,0.024044865,0.028850198,0.01269526
4653,Organic Garnet Sweet Potato (Yam),Michigan Organic Kale,323,0.051456227,11049,1.760185306,14458,2.303263567,0.029233415,0.022340573,0.012692171
2612,Organic Strawberries,Organic Raspberries,3361,0.535431515,57010,9.082103747,29163,4.645876014,0.058954569,0.115248774,0.012689656
4185,Organic Baby Arugula,Organic Ginger Root,357,0.056872672,15579,2.481846944,11339,1.806384396,0.022915463,0.031484258,0.012685818
3164,Half & Half,Organic Whole String Cheese,382,0.060855352,14678,2.338311152,12884,2.052514027,0.026025344,0.029649177,0.01267974
1549,Organic Baby Carrots,Organic Grape Tomatoes,609,0.097018088,16514,2.630799181,18257,2.908471639,0.036877801,0.033357069,0.012679443
3476,Organic Red Onion,Organic Small Bunch Celery,424,0.067546255,14431,2.298962273,14546,2.317282601,0.029381193,0.029148907,0.012679158
2397,Green Onions,Large Lemon,380,0.060536738,5753,0.916494349,32705,5.210142134,0.066052494,0.011619018,0.012677676
3261,Yellow Onions,Fresh Cauliflower,492,0.078379145,15834,2.522470281,15387,2.451259961,0.031072376,0.031975044,0.012676083
2662,Organic Fat Free Milk,Organic Raspberries,338,0.053845835,5740,0.914423356,29163,4.645876014,0.058885017,0.011590028,0.012674686
5832,Banana,Pretzel Crisps Original Deli Style Pretzel Crackers,703,0.111992965,101479,16.16633584,3431,0.54658302,0.006927542,0.204896532,0.012674272
5060,Organic Raspberries,Cantaloupe,305,0.048588697,29163,4.645876014,5180,0.825211321,0.010458458,0.058880309,0.012673672
3494,Organic Unsweetened Almond Milk,Organic Small Bunch Celery,366,0.058306437,12465,1.985764308,14546,2.317282601,0.029362214,0.025161556,0.012670968
6183,Banana,Original Semisoft Cheese,493,0.078538452,101479,16.16633584,2408,0.383611749,0.004858148,0.204734219,0.012664231
1835,Organic Baby Spinach,Organic Garlic,2464,0.392532953,51590,8.218658697,23678,3.772075996,0.047761194,0.104062843,0.012661779
1546,Organic Grade A Free Range Large Brown Eggs,Organic Grape Tomatoes,315,0.05018177,8555,1.362873137,18257,2.908471639,0.036820573,0.017253656,0.012659767
4153,Bag of Organic Bananas,Organic Roma Tomato,1028,0.163767807,80947,12.89544031,6297,1.003157469,0.012699668,0.163252342,0.012659695
5999,Organic Avocado,Total 2% Lowfat Plain Greek Yogurt,268,0.042694331,37688,6.003969936,3526,0.561717204,0.007111017,0.076006807,0.012659425
6033,Organic Hass Avocado,100% Raw Coconut Water,732,0.116612874,45829,7.30088989,7920,1.261713062,0.015972419,0.092424242,0.012659312
3672,Organic Raspberries,Organic Large Extra Fancy Fuji Apple,951,0.151501152,29163,4.645876014,16173,2.576475424,0.032609814,0.058801707,0.012656753
5466,Organic Strawberries,Watermelon Chunks,610,0.097177395,57010,9.082103747,5308,0.845602643,0.010699877,0.114920874,0.012653552
3458,Bartlett Pears,Seedless Red Grapes,280,0.044606017,7747,1.234152916,17932,2.856696797,0.036143023,0.015614544,0.012652033
6185,Banana,Florida Orange Juice With Calcium & Vitamin D,318,0.050659691,101479,16.16633584,1555,0.247722704,0.003133653,0.204501608,0.012649843
5355,Organic Baby Spinach,Organic Shredded Mozzarella,410,0.065315954,51590,8.218658697,3944,0.628307616,0.007947277,0.103955375,0.012648703
4311,Organic Baby Arugula,Grated Parmesan,304,0.04842939,15579,2.481846944,9685,1.542890279,0.019513448,0.031388745,0.012647333
4330,Cucumber Kirby,Organic Extra Firm Tofu,266,0.042375716,20935,3.335096333,6308,1.004909848,0.012705995,0.042168675,0.012643915
4609,Cucumber Kirby,Organic Romaine Lettuce,319,0.050818998,20935,3.335096333,7565,1.205159005,0.01523764,0.042167878,0.012643676
5345,Organic Avocado,Organic Tomato Basil Pasta Sauce,277,0.044128096,37688,6.003969936,3649,0.58131199,0.00734982,0.075911209,0.012643502
2232,Organic Fuji Apple,Cucumber Kirby,810,0.129038836,19210,3.060291405,20935,3.335096333,0.042165539,0.038691187,0.012642975
5844,Organic Avocado,Organic Shredded Carrots,327,0.052093456,37688,6.003969936,4308,0.686295438,0.008676502,0.075905292,0.012642517
702,Banana,Oats & Honey Gluten Free Granola,348,0.055438907,101479,16.16633584,1703,0.27130017,0.003429281,0.204345273,0.012640172
4141,Organic Whole Milk,Organic Roma Tomato,372,0.05926228,29348,4.675347847,6297,1.003157469,0.01267548,0.05907575,0.012635584
1599,Organic Romaine Lettuce,Organic Zucchini,342,0.054483064,7565,1.205159005,22466,3.578995664,0.045208196,0.015223004,0.012631531
2440,Red Vine Tomato,Large Lemon,758,0.120754861,11519,1.835059692,32705,5.210142134,0.065804323,0.023176884,0.012630044
6186,Banana,Macaroni Shells & White Cheddar Cheese,364,0.057987823,101479,16.16633584,1783,0.284044746,0.003586949,0.204150308,0.012628113
5675,Banana,Apple Cinnamon GoGo Squeez,388,0.061811195,101479,16.16633584,1901,0.302842996,0.003823451,0.204103104,0.012625193
4321,Organic Zucchini,Organic Extra Firm Tofu,285,0.045402553,22466,3.578995664,6308,1.004909848,0.012685836,0.045180723,0.012623855
4287,Organic Baby Spinach,Organic Lacinato (Dinosaur) Kale,961,0.153094224,51590,8.218658697,9263,1.475662638,0.018627641,0.103746087,0.012623238
5417,Bag of Organic Bananas,Organic Old Fashioned Rolled Oats,705,0.112311579,80947,12.89544031,4331,0.689959504,0.008709402,0.162779958,0.012623063
3689,Organic Granny Smith Apple,Organic Large Extra Fancy Fuji Apple,408,0.06499734,12549,1.999146113,16173,2.576475424,0.032512551,0.025227231,0.012619003
4280,Organic Large Extra Fancy Fuji Apple,Organic Lacinato (Dinosaur) Kale,301,0.047951469,16173,2.576475424,9263,1.475662638,0.018611266,0.032494872,0.012612141
5489,Bag of Organic Bananas,Organic Hothouse Cucumbers,831,0.132384287,80947,12.89544031,5110,0.814059817,0.010265977,0.162622309,0.012610838
2675,Strawberries,Organic Blueberries,1309,0.208533131,30470,4.854090531,21385,3.406784575,0.042960289,0.061211129,0.012610216
2544,Organic Avocado,Pineapple Chunks,401,0.063882189,37688,6.003969936,5298,0.844009571,0.010639992,0.075688939,0.012606482
3925,Organic Grape Tomatoes,Organic Garnet Sweet Potato (Yam),405,0.064519418,18257,2.908471639,11049,1.760185306,0.022183272,0.036654901,0.012602805
4988,Organic Hass Avocado,100% Recycled Paper Towels,545,0.086822427,45829,7.30088989,5925,0.943895189,0.011892033,0.091983122,0.012598892
5032,Organic Avocado,Bartlett Pears,586,0.093354022,37688,6.003969936,7747,1.234152916,0.015548716,0.075642184,0.012598695
4386,Organic Fuji Apple,Organic D'Anjou Pears,409,0.065156647,19210,3.060291405,10609,1.690090136,0.021290994,0.038552173,0.01259755
3517,Organic Baby Carrots,Organic Small Bunch Celery,482,0.076786073,16514,2.630799181,14546,2.317282601,0.029187356,0.033136257,0.01259551
5845,Organic Hass Avocado,Organic Shredded Carrots,396,0.063085653,45829,7.30088989,4308,0.686295438,0.008640817,0.091922006,0.012590521
3845,Banana,Yellow Straightneck Squash,274,0.043650174,101479,16.16633584,1347,0.214586805,0.002700066,0.203414996,0.012582628
1854,Shredded Parmesan,Organic Garlic,375,0.059740202,7902,1.258845533,23678,3.772075996,0.04745634,0.015837486,0.012580961
5760,Organic Strawberries,Oven Roasted Turkey,287,0.045721168,57010,9.082103747,2512,0.400179699,0.005034205,0.114251592,0.01257986
5763,Organic Strawberries,Organic Strawberry Smoothie,281,0.044765325,57010,9.082103747,2460,0.391895724,0.00492896,0.114227642,0.012577223
3635,Organic Navel Orange,Organic Cucumber,319,0.050818998,9190,1.464033212,17325,2.759997324,0.034711643,0.018412698,0.012576694
4151,Organic Hass Avocado,Organic Roma Tomato,578,0.092079564,45829,7.30088989,6297,1.003157469,0.012612102,0.091789741,0.012572405
354,Organic Avocado,Organic Baby Spinach,3894,0.620342256,37688,6.003969936,51590,8.218658697,0.103322012,0.075479744,0.012571639
6187,Banana,Roasted & Salted Almonds,360,0.057350594,101479,16.16633584,1772,0.282292367,0.003547532,0.203160271,0.012566872
1420,Organic Large Extra Fancy Fuji Apple,Organic Red Bell Pepper,404,0.064360111,16173,2.576475424,12480,1.988153916,0.024979905,0.032371795,0.012564372
4468,Organic Small Bunch Celery,Organic Tomato Cluster,402,0.064041496,14546,2.317282601,13817,2.201147649,0.027636464,0.029094594,0.012555479
1482,Orange Bell Pepper,Organic Grape Tomatoes,307,0.048907312,8408,1.339454978,18257,2.908471639,0.036512845,0.016815468,0.012553963
4594,Bag of Organic Bananas,Organic Broccoli Florets,1162,0.185114972,80947,12.89544031,7179,1.143666423,0.014355072,0.161860983,0.0125518
5316,Organic Avocado,Organic AppleApple,256,0.040782644,37688,6.003969936,3397,0.541166575,0.006792613,0.075360612,0.012551797
4881,Honeycrisp Apple,Boneless Skinless Chicken Breasts,369,0.058784359,17262,2.74996097,10691,1.703153327,0.021376434,0.034515013,0.012551092
4233,Organic Whole Milk,Organic Black Beans,483,0.07694538,29348,4.675347847,8233,1.311576217,0.01645768,0.058666343,0.012548017
6501,Bag of Organic Bananas,Organic Red Potatoes,299,0.047632854,80947,12.89544031,1848,0.294399715,0.003693775,0.161796537,0.012546802
1423,Organic Granny Smith Apple,Organic Red Bell Pepper,313,0.049863155,12549,1.999146113,12480,1.988153916,0.024942226,0.025080128,0.01254542
3634,Organic Bartlett Pear,Organic Cucumber,283,0.045083939,8176,1.302495707,17325,2.759997324,0.034613503,0.016334776,0.012541136
3036,Organic Granny Smith Apple,Apple Honeycrisp Organic,460,0.073281314,12549,1.999146113,18350,2.923287209,0.036656307,0.02506812,0.012539414
6189,Banana,Peanut Butter Chocolate Chip Fruit & Nut Food Bar,331,0.052730685,101479,16.16633584,1633,0.260148665,0.003261759,0.202694427,0.012538056
3339,Organic Grape Tomatoes,Organic Baby Arugula,568,0.090486492,18257,2.908471639,15579,2.481846944,0.031111355,0.036459336,0.012535565
3819,Hass Avocados,Blueberries,257,0.040941952,10605,1.689452907,12136,1.933352238,0.024233852,0.021176664,0.012534628
2792,Organic Tomato Cluster,Organic Lemon,520,0.082839747,13817,2.201147649,18849,3.002781504,0.037634798,0.02758767,0.012533312
3594,Organic Cilantro,Organic Cucumber,514,0.081883903,14861,2.367464371,17325,2.759997324,0.034587174,0.02966811,0.012531597
4145,Limes,Organic Roma Tomato,379,0.060377431,30149,4.802952918,6297,1.003157469,0.012570898,0.060187391,0.012531331
5269,Bag of Organic Bananas,Original Veggie Straws,578,0.092079564,80947,12.89544031,3577,0.569841872,0.007140475,0.161587923,0.012530625
3514,Organic Baby Spinach,Organic Small Bunch Celery,1498,0.238642193,51590,8.218658697,14546,2.317282601,0.029036635,0.102983638,0.012530468
2177,Organic Baby Spinach,Organic Red Onion,1486,0.236730506,51590,8.218658697,14431,2.298962273,0.028804032,0.102972767,0.012529145
2659,100% Raw Coconut Water,Organic Raspberries,461,0.073440621,7920,1.261713062,29163,4.645876014,0.058207071,0.015807702,0.012528761
5804,Bag of Organic Bananas,Organic Turkey Bacon,501,0.07981291,80947,12.89544031,3101,0.494011642,0.006189235,0.161560787,0.01252852
5921,Organic Hass Avocado,Organic Brown Rice,284,0.045243246,45829,7.30088989,3105,0.494648871,0.00619695,0.091465378,0.012527977
3141,Original Hummus,Organic Whole String Cheese,395,0.062926346,15362,2.447277281,12884,2.052514027,0.025712798,0.030658181,0.012527465
1390,Organic Italian Parsley Bunch,Organic Red Bell Pepper,324,0.051615534,13009,2.072427428,12480,1.988153916,0.024905834,0.025961538,0.012527116
3716,Limes,Organic Garbanzo Beans,394,0.062767039,30149,4.802952918,6550,1.043462192,0.013068427,0.060152672,0.012524102
4361,Organic Red Bell Pepper,Organic D'Anjou Pears,264,0.042057102,12480,1.988153916,10609,1.690090136,0.021153846,0.024884532,0.012516401
4301,Fresh Cauliflower,Grated Parmesan,297,0.04731424,15387,2.451259961,9685,1.542890279,0.019302008,0.030665978,0.012510292
5704,Bag of Organic Bananas,Organic Cheese Frozen Pizza,490,0.07806053,80947,12.89544031,3039,0.484134595,0.006053344,0.161237249,0.012503431
4882,Banana,Boneless Skinless Chicken Breasts,2161,0.34426287,101479,16.16633584,10691,1.703153327,0.021295046,0.202132635,0.012503305
